<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <%K>, <%D>, <ROC>, <ZeroLine>, <RSI>, <OverBot>, <OverSld>, <ACCUMULATION_DISTRIBUTION>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>, <WILLIAMS_R>, <HIGH_PRICE_ACCELERATION>, <DISPARITY_5>, <DISPARITY_10>
6/19/2000,16:00:00,1486.75,1514.25,1483.25,1505.25,23702,1482.16,1454.82,90.47,86.14,6.34,0.00,62.15,70.00,30.00,0.85,16.02,9.88,6.14,0.00,15.32,0.00,100.58,101.59
6/20/2000,16:00:00,1505.00,1509.25,1490.75,1499.00,25535,1485.22,1456.55,87.73,86.80,6.73,0.00,60.06,70.00,30.00,0.22,16.50,11.20,5.30,0.00,25.96,-0.35,100.10,100.92
6/21/2000,16:00:00,1499.00,1503.50,1488.25,1498.75,24296,1487.68,1458.21,87.40,87.54,8.41,0.00,59.97,70.00,30.00,0.30,16.66,12.29,4.37,0.00,26.38,-0.76,100.06,100.73
6/22/2000,16:00:00,1496.25,1499.75,1468.50,1476.25,25981,1485.60,1458.91,73.07,86.73,5.28,0.00,52.61,70.00,30.00,0.03,14.81,12.80,2.01,0.00,78.35,-1.03,98.85,99.15
6/23/2000,16:00:00,1477.25,1479.50,1457.00,1464.00,22410,1481.68,1459.11,52.68,83.74,5.38,0.00,49.08,70.00,30.00,0.14,12.21,12.68,-0.47,0.00,87.77,-2.45,98.34,98.32
6/26/2000,16:00:00,1466.25,1480.25,1465.50,1479.00,21219,1481.19,1459.89,33.15,77.89,7.00,0.00,53.22,70.00,30.00,1.10,11.23,12.39,-1.16,0.00,61.57,-2.43,99.70,99.26
6/27/2000,16:00:00,1480.00,1484.25,1469.50,1471.00,20238,1479.34,1460.33,26.95,70.75,3.07,0.00,50.84,70.00,30.00,0.36,9.70,11.85,-2.15,0.00,75.55,-2.10,99.54,98.88
6/28/2000,16:00:00,1474.00,1488.00,1470.00,1470.25,20406,1477.69,1460.72,30.50,63.60,3.39,0.00,50.61,70.00,30.00,0.94,8.33,11.15,-2.82,0.00,76.86,-1.82,99.87,99.01
6/29/2000,16:00:00,1472.75,1473.75,1451.00,1458.25,27584,1474.15,1460.62,20.75,55.85,0.45,0.00,46.98,70.00,30.00,0.15,6.20,10.16,-3.96,0.00,88.54,-2.79,99.30,98.47
6/30/2000,16:00:00,1457.50,1471.00,1455.00,1470.50,19225,1473.49,1461.01,22.40,48.29,-0.36,0.00,50.86,70.00,30.00,0.80,5.44,9.22,-3.77,0.00,66.52,-2.90,100.05,99.41
7/3/2000,16:00:00,1471.75,1490.75,1467.50,1490.50,6480,1476.58,1462.17,34.91,42.42,1.34,0.00,56.46,70.00,30.00,0.87,6.38,8.65,-2.27,0.00,24.76,-1.59,101.25,100.86
7/5/2000,16:00:00,1488.25,1493.25,1458.50,1463.00,22691,1474.11,1462.20,37.42,36.87,-0.03,0.00,48.31,70.00,30.00,0.08,4.85,7.89,-3.04,0.00,75.38,-1.42,99.49,99.24
7/6/2000,16:00:00,1464.50,1479.00,1456.25,1474.00,23474,1474.09,1462.66,39.26,33.11,0.10,0.00,51.33,70.00,30.00,0.70,4.47,7.21,-2.73,0.00,45.56,-2.39,100.19,100.16
7/7/2000,16:00:00,1475.25,1502.25,1473.25,1494.50,22218,1477.80,1463.91,41.37,31.86,1.89,0.00,56.45,70.00,30.00,0.97,5.76,6.92,-1.16,0.00,15.12,-0.81,101.08,101.43
7/10/2000,16:00:00,1494.25,1502.75,1490.00,1491.75,21183,1480.34,1465.00,56.52,34.45,2.00,0.00,55.61,70.00,30.00,0.65,6.49,6.83,-0.34,0.00,21.26,-0.77,100.61,101.05
7/11/2000,16:00:00,1490.00,1505.50,1486.00,1495.00,26846,1483.00,1466.18,69.42,39.17,1.77,0.00,56.44,70.00,30.00,0.71,7.24,6.91,0.33,0.00,19.27,-0.59,100.77,101.16
7/12/2000,16:00:00,1501.25,1514.75,1500.00,1505.75,23499,1487.14,1467.73,75.30,44.15,0.77,0.00,59.15,70.00,30.00,1.34,8.61,7.25,1.35,0.00,14.12,0.00,100.91,101.65
7/13/2000,16:00:00,1506.25,1516.75,1502.50,1510.50,22644,1491.39,1469.41,84.29,51.21,0.88,0.00,60.33,70.00,30.00,0.77,9.96,7.79,2.16,0.00,10.12,0.00,100.73,101.69
7/14/2000,16:00:00,1511.00,1526.00,1510.00,1524.00,21325,1497.32,1471.55,91.56,58.90,1.72,0.00,63.55,70.00,30.00,0.97,11.98,8.63,3.35,0.00,2.87,0.00,101.24,102.15
7/17/2000,16:00:00,1523.75,1533.00,1519.50,1522.00,18681,1501.80,1473.53,91.36,65.17,2.28,0.00,62.74,70.00,30.00,0.67,13.26,9.56,3.71,0.00,14.33,0.00,100.70,101.66
7/18/2000,16:00:00,1522.25,1524.50,1506.00,1512.25,22652,1503.70,1475.04,85.88,70.55,0.47,0.00,58.79,70.00,30.00,0.14,13.34,10.31,3.03,0.00,27.04,-0.56,99.83,100.87
7/19/2000,16:00:00,1513.25,1513.75,1493.25,1500.25,22693,1503.08,1476.03,73.78,74.39,0.08,0.00,54.27,70.00,30.00,0.07,12.30,10.71,1.59,0.00,54.81,-1.28,99.10,99.82
7/20/2000,16:00:00,1500.00,1517.25,1498.00,1516.00,20916,1505.43,1477.60,71.34,77.72,1.15,0.00,58.76,70.00,30.00,0.88,12.59,11.09,1.51,0.00,36.17,-1.05,100.07,100.58
7/21/2000,16:00:00,1516.25,1516.25,1488.50,1489.75,19296,1502.58,1478.08,61.57,78.28,0.91,0.00,49.96,70.00,30.00,0.01,10.59,10.99,-0.40,0.00,92.02,-1.12,98.79,98.87
7/24/2000,16:00:00,1487.50,1499.50,1476.25,1480.75,22462,1498.61,1478.18,52.48,76.40,1.14,0.00,47.35,70.00,30.00,0.42,8.18,10.43,-2.25,0.00,92.07,-2.26,98.73,98.35
7/25/2000,16:00:00,1482.00,1488.00,1477.75,1484.75,22497,1496.09,1478.44,37.90,72.24,0.39,0.00,48.63,70.00,30.00,0.71,6.52,9.64,-3.13,0.00,85.02,-3.04,99.36,98.68
7/26/2000,16:00:00,1484.00,1484.75,1466.00,1470.00,23476,1491.34,1478.11,28.99,66.10,-0.07,0.00,44.33,70.00,30.00,0.00,3.96,8.51,-4.54,0.00,94.03,-3.25,98.77,97.93
7/27/2000,16:00:00,1468.75,1475.75,1456.00,1463.50,26479,1486.28,1477.54,21.58,58.32,-0.46,0.00,42.54,70.00,30.00,0.29,1.40,7.09,-5.69,0.00,90.26,-3.85,99.04,97.81
7/28/2000,16:00:00,1465.25,1469.00,1423.50,1431.25,27769,1476.28,1475.72,11.02,49.39,-1.85,0.00,35.01,70.00,30.00,0.12,-3.20,5.03,-8.23,0.00,92.33,-4.34,97.63,96.25
7/31/2000,16:00:00,1434.25,1449.25,1429.75,1438.75,23744,1469.45,1474.27,10.30,41.00,-2.16,0.00,37.77,70.00,30.00,0.92,-6.17,2.79,-8.96,0.00,83.73,-5.69,98.70,97.30
8/1/2000,16:00:00,1440.00,1454.50,1437.00,1447.25,24633,1465.42,1473.21,14.23,34.38,-2.90,0.00,40.84,70.00,30.00,0.90,-7.74,0.68,-8.43,0.00,74.67,-5.27,99.80,98.30
8/2/2000,16:00:00,1448.75,1461.75,1442.50,1452.50,22429,1463.07,1472.40,20.70,28.75,-0.72,0.00,42.71,70.00,30.00,0.75,-8.47,-1.15,-7.32,0.00,68.73,-4.77,100.40,98.98
8/3/2000,16:00:00,1449.50,1465.00,1433.25,1462.00,26403,1462.87,1471.99,27.78,25.00,-0.81,0.00,46.05,70.00,30.00,0.39,-8.19,-2.55,-5.63,0.00,49.34,-4.60,101.08,100.00
8/4/2000,16:00:00,1462.00,1473.50,1459.00,1471.50,22153,1464.44,1471.97,35.16,23.07,-1.54,0.00,49.24,70.00,30.00,0.79,-7.11,-3.47,-3.65,0.00,25.58,-3.96,101.18,100.77
8/7/2000,16:00:00,1471.50,1490.50,1470.50,1487.00,19670,1468.54,1472.56,46.88,24.07,-0.32,0.00,54.01,70.00,30.00,0.95,-4.95,-3.76,-1.19,0.00,5.22,-2.83,101.57,101.79
8/8/2000,16:00:00,1483.50,1494.25,1479.00,1492.50,19541,1472.90,1473.34,59.33,27.44,-0.17,0.00,55.61,70.00,30.00,0.48,-2.77,-3.56,0.80,0.00,2.47,-2.57,101.32,102.11
8/9/2000,16:00:00,1493.75,1499.50,1479.25,1480.75,21006,1474.33,1473.63,65.77,32.35,-1.66,0.00,51.50,70.00,30.00,0.35,-1.96,-3.24,1.28,0.00,24.67,-2.21,100.14,101.23
8/10/2000,16:00:00,1481.00,1484.75,1468.25,1473.75,18832,1474.22,1473.64,62.98,38.13,-2.43,0.00,49.17,70.00,30.00,0.24,-1.86,-2.97,1.10,0.00,36.92,-3.18,99.50,100.68
8/11/2000,16:00:00,1474.50,1484.75,1460.50,1479.00,20419,1475.09,1473.85,62.10,43.88,-2.95,0.00,50.96,70.00,30.00,0.45,-1.35,-2.64,1.30,0.00,30.94,-3.16,99.76,100.72
8/14/2000,16:00:00,1479.75,1499.50,1475.75,1498.50,16129,1479.35,1474.82,73.85,50.50,-1.54,0.00,57.02,70.00,30.00,0.86,0.63,-1.99,2.62,0.00,1.51,-1.63,100.92,101.63
8/15/2000,16:00:00,1499.50,1501.00,1491.00,1495.00,17960,1482.19,1475.61,88.02,57.98,-1.14,0.00,55.69,70.00,30.00,0.25,1.89,-1.21,3.10,0.00,8.86,-1.07,100.65,101.06
8/16/2000,16:00:00,1496.50,1502.75,1482.00,1491.75,20978,1483.93,1476.24,92.27,65.15,-0.57,0.00,54.42,70.00,30.00,0.37,2.59,-0.45,3.05,0.00,25.14,-0.96,100.28,100.58
8/17/2000,16:00:00,1489.00,1507.00,1486.50,1503.75,19464,1487.53,1477.32,91.57,71.42,-0.81,0.00,58.21,70.00,30.00,0.74,4.08,0.45,3.62,0.00,6.99,-0.61,100.68,101.10
8/18/2000,16:00:00,1505.00,1508.00,1495.00,1500.00,15316,1489.80,1478.21,90.77,76.29,0.69,0.00,56.63,70.00,30.00,0.33,4.89,1.34,3.55,0.00,16.84,0.00,100.15,100.66
8/21/2000,16:00:00,1500.50,1509.75,1497.25,1507.00,15214,1492.93,1479.34,94.12,80.16,1.77,0.00,58.88,70.00,30.00,0.78,6.03,2.28,3.75,0.00,5.58,0.00,100.50,100.99
8/22/2000,16:00:00,1506.75,1514.75,1503.00,1507.25,14896,1495.53,1480.43,92.28,83.11,1.52,0.00,58.96,70.00,30.00,0.66,6.88,3.20,3.68,0.00,13.82,0.00,100.35,100.91
8/23/2000,16:00:00,1506.25,1513.50,1494.75,1510.00,20378,1498.16,1481.59,93.74,86.52,2.72,0.00,59.90,70.00,30.00,0.33,7.68,4.10,3.59,0.00,8.76,-0.08,100.29,100.90
8/24/2000,16:00:00,1511.25,1516.25,1506.25,1515.00,16901,1501.22,1482.90,93.87,90.05,3.52,0.00,61.63,70.00,30.00,0.63,8.62,5.00,3.62,0.00,3.09,0.00,100.47,100.95
8/25/2000,16:00:00,1515.00,1519.00,1510.00,1513.00,14458,1503.36,1484.08,93.92,92.28,5.71,0.00,60.51,70.00,30.00,0.44,9.10,5.82,3.28,0.00,16.22,0.00,100.17,100.59
8/28/2000,16:00:00,1514.25,1530.00,1511.00,1518.50,17825,1506.12,1485.43,89.88,92.49,5.54,0.00,62.54,70.00,30.00,0.89,9.81,6.62,3.19,0.00,23.96,0.00,100.38,100.82
8/29/2000,16:00:00,1518.50,1519.00,1509.25,1518.25,17518,1508.32,1486.72,85.19,91.70,4.91,0.00,62.38,70.00,30.00,0.05,10.24,7.34,2.89,0.00,27.01,-0.76,100.22,100.65
8/30/2000,16:00:00,1516.75,1516.75,1503.00,1504.00,17594,1507.54,1487.40,76.38,90.02,3.55,0.00,54.07,70.00,30.00,-0.11,9.32,7.74,1.58,0.00,73.76,-0.91,99.36,99.62
8/31/2000,16:00:00,1503.75,1529.50,1503.75,1521.25,16780,1510.03,1488.72,77.70,88.56,4.05,0.00,60.86,70.00,30.00,0.99,9.87,8.16,1.70,0.00,24.82,-0.03,100.41,100.65
9/1/2000,16:00:00,1520.25,1540.00,1519.25,1523.25,16768,1512.43,1490.08,74.66,86.40,3.52,0.00,61.57,70.00,30.00,0.90,10.34,8.60,1.74,0.00,37.02,0.00,100.41,100.63
9/5/2000,16:00:00,1524.75,1526.75,1506.50,1512.00,18750,1512.35,1490.94,72.10,84.16,1.68,0.00,55.48,70.00,30.00,0.17,9.70,8.82,0.88,0.00,61.88,-0.89,99.75,99.85
9/6/2000,16:00:00,1512.25,1515.00,1492.75,1494.25,22438,1509.06,1491.07,49.79,79.28,0.12,0.00,47.49,70.00,30.00,0.13,7.67,8.59,-0.92,0.00,96.83,-1.67,98.89,98.76
9/7/2000,16:00:00,1494.25,1507.75,1494.25,1507.25,4201,1508.73,1491.70,37.17,72.98,1.79,0.00,52.84,70.00,30.00,1.00,7.03,8.28,-1.25,0.00,69.31,-2.15,99.71,99.64
9/8/2000,16:00:00,1505.50,1506.00,1491.00,1496.75,1647,1506.55,1491.90,24.14,65.22,1.56,0.00,48.54,70.00,30.00,-0.08,5.61,7.74,-2.13,0.00,88.27,-2.29,99.34,99.07
9/11/2000,16:00:00,1517.50,1531.50,1505.75,1514.25,26105,1507.95,1492.78,32.84,58.89,2.38,0.00,55.10,70.00,30.00,1.35,5.83,7.36,-1.53,0.00,52.55,-0.57,100.62,100.22
9/12/2000,16:00:00,1513.25,1520.75,1502.75,1504.25,23082,1507.28,1493.23,28.74,52.61,0.38,0.00,51.09,70.00,30.00,0.36,5.14,6.92,-1.78,0.00,72.96,-1.28,100.06,99.65
9/13/2000,16:00:00,1505.50,1510.75,1494.50,1507.50,27736,1507.32,1493.79,36.05,48.13,0.84,0.00,52.31,70.00,30.00,0.40,4.80,6.49,-1.70,0.00,66.33,-1.95,100.10,99.94
9/14/2000,16:00:00,1507.50,1516.75,1499.00,1503.00,23203,1506.53,1494.15,28.40,42.66,0.75,0.00,50.44,70.00,30.00,0.52,4.12,6.02,-1.90,0.00,75.51,-1.55,99.86,99.64
9/15/2000,16:00:00,1503.00,1509.75,1481.00,1483.50,22211,1502.35,1493.73,19.75,36.55,-1.35,0.00,43.23,70.00,30.00,0.23,1.98,5.21,-3.23,0.00,95.05,-2.01,98.74,98.60
9/18/2000,16:00:00,1481.50,1489.75,1462.25,1467.50,27379,1496.01,1492.70,10.63,29.72,-2.17,0.00,38.38,70.00,30.00,0.23,-0.99,3.97,-4.96,0.00,92.42,-3.33,98.28,97.90
9/19/2000,16:00:00,1468.00,1482.75,1467.00,1478.50,27816,1492.83,1492.14,11.19,25.43,-1.89,0.00,43.10,70.00,30.00,0.97,-2.43,2.69,-5.12,0.00,76.53,-3.79,99.36,98.85
9/20/2000,16:00:00,1479.75,1480.50,1450.25,1469.50,30633,1488.59,1491.26,16.62,23.15,-2.50,0.00,40.38,70.00,30.00,0.07,-4.25,1.30,-5.55,0.00,76.31,-3.93,99.26,98.41
9/21/2000,16:00:00,1473.25,1474.00,1455.50,1469.25,29161,1485.07,1490.39,21.19,22.82,-2.70,0.00,40.30,70.00,30.00,0.24,-5.65,-0.09,-5.56,0.00,76.62,-4.36,99.70,98.65
9/22/2000,16:00:00,1442.50,1471.00,1438.50,1468.50,29607,1482.06,1489.53,24.29,21.87,-3.07,0.00,40.06,70.00,30.00,0.05,-6.73,-1.42,-5.32,0.00,63.53,-4.55,99.85,98.78
9/25/2000,16:00:00,1474.25,1477.75,1455.50,1461.00,23743,1478.23,1488.42,25.15,21.47,-3.44,0.00,37.60,70.00,30.00,0.42,-8.11,-2.76,-5.35,0.00,71.25,-4.10,99.43,98.63
9/26/2000,16:00:00,1461.00,1467.00,1442.50,1443.00,29087,1471.82,1486.63,19.83,19.67,-4.97,0.00,32.46,70.00,30.00,0.24,-10.53,-4.31,-6.22,0.00,94.25,-4.77,98.68,97.82
9/27/2000,16:00:00,1445.75,1456.00,1438.25,1446.75,29170,1467.26,1485.07,12.71,17.93,-4.71,0.00,34.47,70.00,30.00,0.73,-12.01,-5.85,-6.16,0.00,88.11,-5.53,99.25,98.48
9/28/2000,16:00:00,1449.75,1481.00,1445.00,1476.00,24550,1468.85,1484.71,18.16,17.75,-1.86,0.00,47.58,70.00,30.00,0.95,-10.70,-6.82,-3.88,0.00,26.70,-3.89,101.16,100.66
9/29/2000,16:00:00,1470.75,1473.25,1454.00,1454.00,23064,1466.15,1483.51,22.16,19.03,-4.42,0.00,40.94,70.00,30.00,-0.14,-11.30,-7.72,-3.59,0.00,64.61,-4.36,99.85,99.36
10/2/2000,16:00:00,1454.50,1464.25,1447.50,1456.25,26346,1464.35,1482.44,26.58,20.74,-4.40,0.00,41.84,70.00,30.00,0.61,-11.47,-8.47,-3.00,0.00,57.89,-4.37,100.07,99.59
10/3/2000,16:00:00,1459.00,1474.00,1438.75,1441.25,25799,1460.15,1480.83,14.45,20.50,-4.68,0.00,37.74,70.00,30.00,0.50,-12.66,-9.30,-3.36,0.00,92.98,-3.77,99.07,98.81
10/4/2000,16:00:00,1444.75,1457.25,1432.50,1450.25,31254,1458.35,1479.63,15.80,19.90,-2.94,0.00,41.45,70.00,30.00,0.65,-12.74,-9.99,-2.75,0.00,63.40,-4.90,99.64,99.56
10/5/2000,16:00:00,1450.75,1462.00,1447.25,1456.25,27720,1457.97,1478.71,18.54,19.27,-3.38,0.00,43.85,70.00,30.00,0.80,-12.17,-10.43,-1.74,0.00,51.03,-4.61,100.32,100.06
10/6/2000,16:00:00,1458.00,1460.50,1411.50,1426.25,30319,1452.20,1476.65,23.46,19.08,-4.71,0.00,35.92,70.00,30.00,0.09,-13.98,-11.14,-2.84,0.00,78.78,-4.71,98.63,98.29
10/9/2000,16:00:00,1425.25,1426.75,1408.00,1416.50,22955,1445.71,1474.29,20.41,19.14,-6.46,0.00,33.78,70.00,30.00,0.03,-16.02,-12.11,-3.91,0.00,88.36,-6.14,98.50,97.92
10/10/2000,16:00:00,1417.50,1424.50,1390.00,1391.00,34362,1435.76,1471.03,9.94,18.83,-7.53,0.00,28.93,70.00,30.00,0.23,-19.47,-13.59,-5.88,0.00,98.90,-6.07,97.41,96.50
10/11/2000,16:00:00,1391.75,1398.00,1361.75,1378.50,41178,1425.35,1467.40,9.21,17.84,-8.56,0.00,26.89,70.00,30.00,0.19,-22.94,-15.46,-7.49,0.00,85.08,-7.86,97.51,96.09
10/12/2000,16:00:00,1384.00,1387.75,1339.00,1344.25,38215,1410.61,1462.57,6.53,16.10,-10.56,0.00,22.26,70.00,30.00,0.19,-28.14,-17.99,-10.15,0.00,96.11,-8.04,96.62,94.57
10/13/2000,16:00:00,1347.25,1387.75,1339.50,1386.25,29196,1406.18,1459.58,17.17,15.06,-6.56,0.00,36.66,70.00,30.00,0.90,-28.54,-20.10,-8.44,0.00,65.00,-6.76,100.21,97.99
10/16/2000,16:00:00,1391.50,1393.75,1378.25,1392.00,27694,1403.60,1456.93,24.77,16.20,-5.14,0.00,38.34,70.00,30.00,0.48,-28.07,-21.70,-6.37,0.00,56.91,-5.97,100.99,98.85
10/17/2000,16:00:00,1390.50,1395.50,1355.00,1360.00,32613,1395.67,1453.13,28.46,17.61,-8.01,0.00,33.07,70.00,30.00,0.09,-29.93,-23.34,-6.59,0.00,82.93,-5.77,99.11,97.13
10/18/2000,16:00:00,1352.25,1372.00,1324.00,1353.75,40094,1388.05,1449.23,23.53,18.16,-7.88,0.00,32.15,70.00,30.00,0.25,-31.55,-24.98,-6.56,0.00,78.21,-7.36,99.01,97.36
10/19/2000,16:00:00,1358.75,1404.00,1358.50,1401.75,29279,1390.54,1447.37,28.62,18.74,-4.59,0.00,44.94,70.00,30.00,1.10,-28.63,-25.71,-2.91,0.00,24.33,-5.22,101.67,101.21
10/20/2000,16:00:00,1403.00,1422.00,1394.50,1410.75,24347,1394.22,1445.93,42.51,21.19,-3.93,0.00,46.96,70.00,30.00,0.74,-25.29,-25.63,0.33,0.00,13.68,-4.01,101.96,101.97
10/23/2000,16:00:00,1411.00,1419.75,1399.75,1416.25,28339,1398.22,1444.77,57.06,26.43,-3.06,0.00,48.21,70.00,30.00,0.45,-21.96,-24.89,2.94,0.00,5.87,-4.14,102.00,102.37
10/24/2000,16:00:00,1413.50,1428.75,1399.00,1404.75,33366,1399.41,1443.20,59.30,31.99,-2.65,0.00,45.78,70.00,30.00,0.42,-20.01,-23.92,3.91,0.00,22.91,-3.56,100.52,101.44
10/25/2000,16:00:00,1400.75,1403.50,1370.50,1374.00,37636,1394.79,1440.48,52.35,37.08,-5.03,0.00,39.98,70.00,30.00,-0.04,-20.71,-23.27,2.57,0.00,52.27,-5.32,98.04,99.25
10/26/2000,16:00:00,1377.50,1384.25,1348.50,1371.00,41175,1390.46,1437.76,43.09,39.96,-7.11,0.00,39.45,70.00,30.00,0.29,-21.26,-22.87,1.61,0.00,55.13,-6.06,98.25,98.84
10/27/2000,16:00:00,1379.00,1402.00,1373.75,1400.00,30038,1392.20,1436.28,45.62,42.28,-3.71,0.00,46.74,70.00,30.00,1.10,-19.13,-22.12,2.99,0.00,27.45,-4.89,100.49,100.83
10/30/2000,16:00:00,1397.00,1419.50,1387.00,1412.75,34119,1395.93,1435.36,61.20,45.92,-2.99,0.00,49.61,70.00,30.00,0.60,-16.23,-20.94,4.71,0.00,15.27,-3.72,101.45,101.60
10/31/2000,16:00:00,1410.50,1445.50,1410.25,1440.75,27844,1404.08,1435.57,85.05,52.75,-0.03,0.00,55.31,70.00,30.00,0.93,-11.54,-19.06,7.52,0.00,4.90,-1.12,102.93,103.02
11/1/2000,16:00:00,1436.00,1439.50,1419.50,1432.50,30840,1409.25,1435.45,90.29,59.61,-1.22,0.00,53.39,70.00,30.00,-0.06,-8.39,-16.93,8.54,0.00,13.40,-1.54,101.49,101.85
11/2/2000,16:00:00,1433.00,1444.50,1432.25,1435.25,25836,1413.98,1435.44,92.32,65.14,-1.44,0.00,53.96,70.00,30.00,0.98,-5.61,-14.67,9.05,0.00,10.57,-1.09,100.77,101.81
11/3/2000,16:00:00,1436.75,1444.50,1430.50,1436.75,23751,1418.12,1435.49,91.22,68.94,0.74,0.00,54.29,70.00,30.00,0.66,-3.25,-12.38,9.13,0.00,9.02,-0.07,100.36,101.72
11/6/2000,16:00:00,1440.75,1452.50,1436.50,1445.50,18446,1423.10,1435.88,93.00,72.68,2.05,0.00,56.26,70.00,30.00,0.98,-0.66,-10.04,9.38,0.00,6.73,0.00,100.51,102.13
11/7/2000,16:00:00,1441.75,1446.00,1432.00,1443.75,19876,1426.85,1436.19,93.53,77.26,3.79,0.00,55.74,70.00,30.00,0.04,1.23,-7.79,9.02,0.00,8.41,-0.46,100.35,101.73
11/8/2000,16:00:00,1444.50,1455.00,1410.50,1412.00,28137,1424.15,1435.24,83.84,81.78,2.43,0.00,47.26,70.00,30.00,0.25,0.17,-6.19,6.36,0.00,52.92,0.00,98.42,99.23
11/9/2000,16:00:00,1413.50,1420.75,1378.50,1403.50,36523,1420.40,1434.00,69.77,84.47,4.41,0.00,45.27,70.00,30.00,0.21,-1.34,-5.22,3.88,0.00,67.32,-2.47,98.26,98.40
11/10/2000,16:00:00,1401.75,1405.50,1370.50,1372.25,32759,1411.64,1431.58,44.52,82.61,-1.01,0.00,38.81,70.00,30.00,0.06,-5.01,-5.18,0.17,0.00,97.93,-3.57,96.95,96.40
11/13/2000,16:00:00,1363.00,1373.00,1335.00,1358.75,39888,1402.03,1428.72,30.78,76.59,-2.39,0.00,36.40,70.00,30.00,0.02,-8.90,-5.92,-2.97,0.00,80.21,-5.88,97.19,95.81
11/14/2000,16:00:00,1364.00,1399.75,1363.75,1394.00,33547,1400.57,1427.36,30.74,69.97,2.50,0.00,45.87,70.00,30.00,1.14,-9.03,-6.55,-2.49,0.00,50.83,-3.96,100.43,98.63
11/15/2000,16:00:00,1393.00,1404.50,1381.50,1397.50,29004,1400.01,1426.19,40.35,64.19,3.23,0.00,46.72,70.00,30.00,0.46,-8.75,-6.99,-1.77,0.00,47.92,-3.68,100.89,99.12
11/16/2000,16:00:00,1396.00,1402.75,1376.50,1379.25,29485,1396.23,1424.35,46.04,59.17,-1.61,0.00,42.94,70.00,30.00,0.20,-9.89,-7.57,-2.32,0.00,63.13,-3.72,99.92,98.21
11/17/2000,16:00:00,1377.50,1393.50,1360.25,1370.75,30436,1391.60,1422.25,39.58,53.24,-2.84,0.00,41.27,70.00,30.00,0.43,-11.35,-8.32,-3.03,0.00,70.21,-4.32,99.33,98.07
11/20/2000,16:00:00,1371.50,1373.50,1345.25,1347.75,28714,1383.63,1419.32,25.76,45.71,-4.84,0.00,37.05,70.00,30.00,0.10,-14.20,-9.50,-4.70,0.00,89.38,-5.74,97.82,97.10
11/21/2000,16:00:00,1350.00,1362.75,1336.50,1356.00,30180,1378.60,1416.84,19.31,38.54,-3.47,0.00,39.44,70.00,30.00,0.57,-15.61,-10.72,-4.89,0.00,75.51,-6.46,98.96,98.32
11/22/2000,16:00:00,1351.50,1352.25,1322.00,1323.75,29523,1368.63,1413.19,9.52,31.84,-3.66,0.00,34.01,70.00,30.00,-0.12,-19.11,-12.40,-6.71,0.00,97.90,-7.32,97.66,96.60
11/24/2000,16:00:00,1334.00,1349.50,1330.00,1347.50,8749,1364.79,1410.61,12.50,28.29,-1.71,0.00,40.51,70.00,30.00,1.32,-19.74,-13.87,-5.87,0.00,69.09,-7.62,99.88,98.74
11/27/2000,16:00:00,1356.75,1367.75,1353.25,1359.00,28329,1363.74,1408.59,16.10,26.66,-2.93,0.00,43.41,70.00,30.00,1.40,-19.09,-14.91,-4.18,0.00,55.15,-6.22,100.91,99.68
11/28/2000,16:00:00,1359.50,1364.50,1337.50,1338.50,37379,1359.15,1405.84,19.80,25.44,-5.26,0.00,39.69,70.00,30.00,0.20,-20.00,-15.93,-4.07,0.00,80.00,-6.38,99.52,98.32
11/29/2000,16:00:00,1338.00,1357.50,1333.00,1335.25,38334,1354.80,1403.07,16.73,22.82,-7.32,0.00,39.12,70.00,30.00,0.78,-20.74,-16.89,-3.85,0.00,83.59,-6.75,99.59,98.50
11/30/2000,16:00:00,1324.00,1333.75,1296.75,1321.00,40406,1348.66,1399.85,13.85,19.24,-7.78,0.00,36.63,70.00,30.00,-0.04,-22.23,-17.96,-4.27,0.00,74.94,-8.42,98.56,98.01
12/1/2000,16:00:00,1327.25,1338.25,1310.00,1320.75,32764,1343.58,1396.75,16.81,16.71,-7.98,0.00,36.58,70.00,30.00,0.61,-23.16,-19.00,-4.16,0.00,68.73,-8.08,98.94,98.41
12/4/2000,16:00:00,1325.00,1337.50,1313.25,1329.50,33999,1341.02,1394.12,23.79,16.49,-7.46,0.00,39.33,70.00,30.00,0.69,-22.92,-19.78,-3.14,0.00,53.87,-8.13,100.04,99.37
12/5/2000,16:00:00,1339.50,1380.25,1338.25,1374.25,30955,1347.06,1393.34,41.40,18.94,-4.93,0.00,51.03,70.00,30.00,1.21,-18.91,-19.61,0.70,0.00,7.19,-5.15,102.85,102.51
12/6/2000,16:00:00,1373.00,1379.50,1339.25,1354.50,32780,1348.42,1391.81,51.97,23.66,-6.18,0.00,46.75,70.00,30.00,0.13,-17.12,-19.11,1.99,0.00,30.84,-5.22,101.08,101.05
12/7/2000,16:00:00,1350.75,1362.00,1335.25,1337.50,5729,1346.43,1389.68,54.74,28.36,-5.28,0.00,43.37,70.00,30.00,0.28,-16.88,-18.66,1.78,0.00,51.20,-4.04,99.57,99.68
