<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <%K>, <%D>, <ROC>, <ZeroLine>, <RSI>, <OverBot>, <OverSld>, <ACCUMULATION_DISTRIBUTION>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>, <WILLIAMS_R>, <HIGH_PRICE_ACCELERATION>, <DISPARITY_5>, <DISPARITY_10>
2/9/2010,16:00:00,1054.75,1077.00,1054.25,1067.25,3003366,1077.04,1097.86,18.70,19.02,-5.89,0.00,38.95,70.00,30.00,0.97,-14.34,-9.72,-4.62,0.00,57.77,-6.15,99.92,99.09
2/10/2010,16:00:00,1067.50,1072.50,1056.25,1064.00,2196895,1074.67,1096.53,20.61,19.60,-6.79,0.00,37.97,70.00,30.00,0.32,-14.59,-10.69,-3.90,0.00,61.73,-6.53,100.24,99.07
2/11/2010,16:00:00,1064.00,1079.50,1057.50,1079.25,2260417,1075.50,1095.85,31.60,21.77,-5.89,0.00,44.93,70.00,30.00,0.70,-13.40,-11.23,-2.17,0.00,36.63,-5.88,101.34,100.52
2/12/2010,16:00:00,1077.75,1079.50,1060.00,1079.50,2734627,1076.23,1095.21,42.54,25.11,-4.64,0.00,45.04,70.00,30.00,0.01,-12.29,-11.45,-0.85,0.00,36.21,-5.89,100.98,100.44
2/15/2010,16:00:00,1077.50,1079.00,1073.50,1075.50,115140,1076.10,1094.44,55.86,28.87,-5.39,0.00,43.55,70.00,30.00,-0.09,-11.61,-11.48,-0.13,0.00,41.60,-5.98,100.22,100.17
2/16/2010,16:00:00,1076.50,1094.00,1075.25,1093.25,1647014,1079.22,1094.39,66.93,32.53,-4.46,0.00,51.23,70.00,30.00,0.99,-9.52,-11.09,1.56,0.00,8.70,-4.58,101.39,101.87
2/17/2010,16:00:00,1093.25,1100.00,1092.50,1098.75,1666810,1082.77,1094.56,77.16,38.21,-3.17,0.00,53.34,70.00,30.00,0.90,-7.34,-10.34,3.00,0.00,2.11,-3.42,101.24,102.37
2/18/2010,16:00:00,1099.25,1106.75,1093.00,1096.00,1922608,1085.17,1094.62,86.55,45.73,-1.24,0.00,52.13,70.00,30.00,0.58,-5.77,-9.42,3.66,0.00,20.00,-0.79,100.68,101.78
2/19/2010,16:00:00,1097.25,1111.00,1092.50,1106.00,1979736,1088.96,1095.07,89.70,54.41,1.33,0.00,56.06,70.00,30.00,0.81,-3.67,-8.27,4.60,0.00,8.81,0.00,101.11,102.27
2/22/2010,16:00:00,1106.00,1112.75,1103.50,1106.75,1319295,1092.19,1095.53,89.56,62.28,1.37,0.00,56.35,70.00,30.00,0.73,-1.93,-7.00,5.08,0.00,10.62,0.00,100.60,101.85
2/23/2010,16:00:00,1106.75,1112.75,1090.25,1096.75,2217856,1093.02,1095.57,87.40,69.70,0.73,0.00,51.48,70.00,30.00,0.27,-1.34,-5.87,4.53,0.00,28.96,0.00,99.63,100.66
2/24/2010,16:00:00,1096.25,1105.50,1092.50,1102.75,1876945,1094.79,1095.85,85.19,75.65,0.68,0.00,54.04,70.00,30.00,0.67,-0.38,-4.77,4.39,0.00,18.96,-0.66,100.10,100.85
2/25/2010,16:00:00,1102.75,1103.50,1084.50,1101.25,2688818,1095.97,1096.07,82.64,80.11,1.76,0.00,53.28,70.00,30.00,0.04,0.25,-3.77,4.02,0.00,29.30,-0.84,99.87,100.51
2/26/2010,16:00:00,1101.75,1107.75,1096.25,1105.25,1930142,1097.65,1096.43,85.77,83.43,3.42,0.00,55.09,70.00,30.00,0.57,1.07,-2.80,3.87,0.00,20.00,-0.46,100.24,100.64
3/1/2010,16:00:00,1105.50,1115.50,1104.25,1114.50,1604394,1100.72,1097.14,89.64,85.95,2.65,0.00,59.05,70.00,30.00,0.91,2.43,-1.76,4.18,0.00,3.23,0.00,100.94,101.12
3/2/2010,16:00:00,1114.25,1122.75,1112.75,1118.25,1478587,1103.90,1097.96,93.07,87.72,1.80,0.00,60.56,70.00,30.00,0.82,3.77,-0.65,4.42,0.00,11.76,0.00,100.89,101.23
3/3/2010,16:00:00,1118.00,1125.00,1115.00,1118.00,1553949,1106.47,1098.75,93.60,88.51,1.87,0.00,60.40,70.00,30.00,0.68,4.75,0.43,4.32,0.00,17.28,0.00,100.59,101.03
3/4/2010,16:00:00,1118.50,1123.50,1114.00,1122.00,1436599,1109.29,1099.66,92.71,88.84,5.72,0.00,62.13,70.00,30.00,0.58,5.79,1.50,4.29,0.00,7.41,-0.14,100.57,101.16
3/5/2010,16:00:00,1122.50,1138.75,1121.75,1136.25,1838861,1114.19,1101.10,93.68,89.30,7.24,0.00,67.56,70.00,30.00,0.99,7.68,2.74,4.94,0.00,4.61,0.00,101.29,102.16
3/8/2010,16:00:00,1136.25,1140.50,1135.00,1137.00,1140050,1118.34,1102.50,95.40,90.19,7.77,0.00,67.82,70.00,30.00,0.77,9.12,4.01,5.11,0.00,6.25,0.00,100.95,101.95
3/9/2010,16:00:00,1136.25,1145.25,1131.50,1139.75,1678089,1122.23,1103.96,93.99,91.16,6.79,0.00,68.82,70.00,30.00,0.60,10.37,5.29,5.09,0.00,9.05,0.00,100.81,101.81
3/10/2010,16:00:00,1140.00,1148.00,1137.75,1145.25,1829489,1126.42,1105.58,93.80,92.40,7.64,0.00,70.76,70.00,30.00,0.80,11.67,6.56,5.11,0.00,5.31,0.00,100.81,101.91
3/11/2010,16:00:00,1145.00,1151.00,1138.50,1150.75,932922,1130.84,1107.35,95.54,93.49,6.62,0.00,72.60,70.00,30.00,0.46,13.00,7.85,5.15,0.00,0.53,0.00,100.78,101.95
3/12/2010,16:00:00,1150.25,1159.50,1146.75,1151.50,380637,1134.60,1109.09,94.63,94.05,6.67,0.00,72.85,70.00,30.00,0.69,13.95,9.07,4.88,0.00,17.11,0.00,100.58,101.60
3/15/2010,16:00:00,1146.00,1147.00,1136.50,1146.25,1343318,1136.72,1110.54,90.07,93.71,6.58,0.00,68.15,70.00,30.00,-0.43,14.11,10.08,4.03,0.00,29.12,-1.16,99.96,100.86
3/16/2010,16:00:00,1147.00,1155.75,1144.50,1154.50,1652668,1139.95,1112.27,88.33,93.13,5.60,0.00,71.29,70.00,30.00,0.84,14.74,11.01,3.73,0.00,10.99,-0.34,100.42,101.26
3/17/2010,16:00:00,1154.75,1165.50,1154.25,1162.25,1795629,1144.00,1114.23,90.69,92.90,5.78,0.00,73.89,70.00,30.00,0.98,15.68,11.95,3.74,0.00,7.43,0.00,100.80,101.55
3/18/2010,16:00:00,1161.75,1164.00,1156.25,1161.50,1619781,1147.19,1116.08,94.56,93.00,5.98,0.00,73.20,70.00,30.00,0.23,16.18,12.79,3.39,0.00,11.76,-0.14,100.55,101.13
3/19/2010,16:00:00,1161.50,1165.00,1150.25,1156.25,2120127,1148.83,1117.66,92.20,92.65,4.54,0.00,68.37,70.00,30.00,0.24,15.97,13.43,2.54,0.00,27.21,-0.05,100.01,100.50
3/22/2010,16:00:00,1153.25,1163.25,1146.75,1162.75,1923574,1151.36,1119.42,91.27,92.34,5.06,0.00,70.93,70.00,30.00,0.42,16.14,13.97,2.17,0.00,9.48,-0.20,100.28,100.84
3/23/2010,16:00:00,1162.50,1170.50,1159.00,1169.50,1846544,1154.66,1121.39,92.38,92.19,6.63,0.00,73.34,70.00,30.00,0.67,16.63,14.50,2.13,0.00,2.94,0.00,100.61,101.16
3/24/2010,16:00:00,1169.75,1170.00,1161.00,1163.75,1980559,1156.31,1123.05,93.67,91.98,5.53,0.00,68.16,70.00,30.00,0.06,16.36,14.87,1.49,0.00,19.85,-0.05,100.09,100.51
3/25/2010,16:00:00,1163.75,1176.50,1160.00,1160.25,2360436,1157.03,1124.51,85.69,90.98,5.36,0.00,65.14,70.00,30.00,0.77,15.69,15.04,0.65,0.00,40.63,0.00,99.81,100.12
3/26/2010,16:00:00,1159.75,1169.75,1156.50,1163.25,2142075,1158.16,1126.03,76.80,89.51,5.25,0.00,66.51,70.00,30.00,0.72,15.22,15.07,0.15,0.00,41.41,-0.61,99.94,100.28
3/29/2010,16:00:00,1164.75,1171.00,1164.00,1168.75,1459305,1160.09,1127.70,74.27,87.95,4.87,0.00,68.92,70.00,30.00,1.11,15.12,15.08,0.04,0.00,26.05,-0.49,100.31,100.56
3/30/2010,16:00:00,1169.00,1173.75,1164.25,1169.00,1640596,1161.71,1129.32,78.08,86.55,4.54,0.00,69.03,70.00,30.00,0.53,14.89,15.04,-0.16,0.00,25.21,-0.24,100.34,100.45
3/31/2010,16:00:00,1168.75,1170.50,1161.25,1167.00,2104003,1162.67,1130.80,80.20,84.95,4.38,0.00,67.00,70.00,30.00,0.16,14.38,14.91,-0.53,0.00,31.93,-0.53,100.12,100.24
4/1/2010,16:00:00,1167.50,1177.50,1165.75,1173.75,1923670,1164.68,1132.48,82.85,83.91,4.61,0.00,70.18,70.00,30.00,0.89,14.35,14.80,-0.45,0.00,12.20,0.00,100.46,100.71
4/2/2010,16:00:00,1174.50,1178.75,1170.25,1178.00,97288,1167.10,1134.27,88.64,83.62,3.67,0.00,72.01,70.00,30.00,0.59,14.51,14.74,-0.23,0.00,3.37,0.00,100.57,100.89
4/5/2010,16:00:00,1178.75,1183.75,1174.50,1183.50,1029980,1170.09,1136.20,96.12,84.04,4.09,0.00,74.21,70.00,30.00,0.62,14.90,14.77,0.13,0.00,0.92,0.00,100.79,101.18
4/6/2010,16:00:00,1183.50,1188.00,1177.25,1185.25,1394071,1172.84,1138.12,96.95,84.40,3.99,0.00,74.89,70.00,30.00,0.42,15.18,14.85,0.33,0.00,8.73,0.00,100.66,101.20
4/7/2010,16:00:00,1185.00,1186.25,1173.25,1179.00,2142354,1173.96,1139.73,90.14,84.89,2.95,0.00,68.02,70.00,30.00,0.08,14.73,14.83,-0.10,0.00,28.57,-0.15,99.92,100.53
4/8/2010,16:00:00,1178.50,1185.00,1171.00,1184.00,1898192,1175.79,1141.46,87.27,86.06,2.89,0.00,70.36,70.00,30.00,0.43,14.61,14.79,-0.18,0.00,14.95,-0.26,100.17,100.75
4/9/2010,16:00:00,1184.00,1193.00,1183.00,1193.00,1442788,1178.92,1143.48,89.90,87.80,3.60,0.00,74.05,70.00,30.00,0.90,15.06,14.84,0.22,0.00,0.00,0.00,100.68,101.26
4/12/2010,16:00:00,1194.75,1198.50,1190.75,1192.25,1258305,1181.34,1145.40,92.08,89.35,4.01,0.00,73.23,70.00,30.00,0.71,15.19,14.91,0.28,0.00,16.78,0.00,100.47,101.00
4/13/2010,16:00:00,1192.00,1196.25,1185.00,1195.75,1565117,1183.96,1147.37,93.09,90.78,3.57,0.00,74.64,70.00,30.00,0.36,15.39,15.01,0.38,0.00,8.40,-0.19,100.58,101.06
4/14/2010,16:00:00,1195.50,1207.50,1194.50,1206.75,1708443,1188.10,1149.70,92.78,91.89,3.83,0.00,78.47,70.00,30.00,0.90,16.25,15.25,1.00,0.00,2.01,0.00,101.04,101.65
4/15/2010,16:00:00,1206.75,1210.50,1201.00,1206.00,1736683,1191.36,1151.91,94.56,92.54,3.83,0.00,77.61,70.00,30.00,0.39,16.68,15.54,1.14,0.00,11.39,0.00,100.60,101.31
4/16/2010,16:00:00,1206.25,1207.50,1182.75,1189.75,3565980,1191.07,1153.39,83.14,91.10,2.90,0.00,61.79,70.00,30.00,0.06,15.53,15.54,-0.01,0.00,52.53,-0.26,99.30,99.85
4/19/2010,16:00:00,1186.00,1196.50,1179.75,1195.25,2473509,1191.83,1155.03,73.44,88.49,2.80,0.00,64.44,70.00,30.00,0.40,14.89,15.41,-0.52,0.00,38.61,-1.20,99.71,100.21
4/20/2010,16:00:00,1195.50,1208.50,1194.00,1206.50,1556362,1194.49,1157.05,72.93,86.58,3.16,0.00,69.14,70.00,30.00,0.91,15.12,15.35,-0.23,0.00,10.13,-0.17,100.47,100.98
4/21/2010,16:00:00,1206.75,1209.50,1195.00,1197.75,2132084,1195.09,1158.65,77.66,85.51,2.92,0.00,62.25,70.00,30.00,0.21,14.43,15.17,-0.74,0.00,41.46,-0.09,99.89,100.09
4/22/2010,16:00:00,1197.50,1207.00,1186.25,1202.50,2657341,1196.43,1160.37,81.56,84.58,3.64,0.00,64.32,70.00,30.00,0.45,14.10,14.95,-0.85,0.00,26.02,-0.30,100.35,100.33
4/23/2010,16:00:00,1202.50,1213.75,1197.50,1212.75,1840144,1199.40,1162.42,82.97,83.57,4.26,0.00,68.37,70.00,30.00,0.69,14.50,14.86,-0.36,0.00,2.94,0.00,100.81,101.02
4/26/2010,16:00:00,1211.25,1216.75,1207.25,1208.00,1626796,1200.96,1164.21,86.21,82.81,3.36,0.00,64.71,70.00,30.00,0.42,14.27,14.74,-0.47,0.00,23.65,0.00,100.21,100.49
4/27/2010,16:00:00,1207.50,1210.00,1177.50,1181.50,3593455,1197.43,1164.89,66.48,79.89,1.07,0.00,48.95,70.00,30.00,0.06,11.81,14.16,-2.35,0.00,89.81,-0.58,98.42,98.40
4/28/2010,16:00:00,1180.25,1192.00,1176.75,1190.50,2844201,1196.17,1165.89,48.82,74.80,2.01,0.00,53.13,70.00,30.00,0.69,10.47,13.42,-2.95,0.00,65.63,-2.11,99.29,99.29
4/29/2010,16:00:00,1190.75,1206.25,1188.00,1204.75,1975020,1197.73,1167.41,44.11,70.47,2.64,0.00,58.86,70.00,30.00,0.86,10.44,12.82,-2.39,0.00,30.00,-0.89,100.44,100.49
4/30/2010,16:00:00,1205.75,1208.00,1182.75,1185.75,2886335,1195.55,1168.13,44.93,67.30,0.66,0.00,50.06,70.00,30.00,0.13,8.78,12.01,-3.24,0.00,77.50,-0.74,99.30,98.93
5/3/2010,16:00:00,1184.50,1202.00,1183.75,1197.50,1801918,1195.90,1169.29,48.13,64.54,1.18,0.00,54.59,70.00,30.00,0.89,8.31,11.27,-2.96,0.00,48.13,-1.25,100.46,99.90
5/4/2010,16:00:00,1197.75,1199.75,1164.25,1170.75,3554041,1191.33,1169.34,27.36,58.95,-1.22,0.00,44.67,70.00,30.00,0.06,5.72,10.16,-4.44,0.00,87.62,-1.43,98.39,97.96
5/5/2010,16:00:00,1169.25,1175.00,1154.75,1163.75,3047621,1186.32,1169.12,23.46,52.50,-1.29,0.00,42.50,70.00,30.00,0.21,3.06,8.74,-5.68,0.00,85.48,-3.52,98.25,97.65
5/6/2010,16:00:00,1164.50,1168.75,1056.00,1116.25,5685206,1173.58,1167.05,27.52,46.33,-5.72,0.00,31.34,70.00,30.00,0.04,-2.84,6.43,-9.27,0.00,62.52,-4.05,95.67,94.35
5/7/2010,16:00:00,1117.25,1135.50,1090.75,1107.50,4971864,1161.56,1164.71,31.49,40.25,-7.17,0.00,29.79,70.00,30.00,0.43,-8.13,3.52,-11.65,0.00,66.56,-6.81,96.21,94.45
5/10/2010,16:00:00,1125.25,1162.00,1121.50,1157.50,3643024,1160.82,1164.43,44.22,37.78,-2.91,0.00,46.18,70.00,30.00,1.35,-8.19,1.17,-9.37,0.00,33.22,-4.57,101.26,99.14
5/11/2010,16:00:00,1156.25,1169.00,1140.50,1150.75,2651065,1158.99,1163.90,51.37,38.06,-3.76,0.00,44.67,70.00,30.00,0.40,-8.69,-0.80,-7.89,0.00,37.66,-3.99,101.02,98.82
5/12/2010,16:00:00,1150.00,1171.25,1141.00,1168.00,2098477,1160.63,1164.06,63.92,40.27,-3.21,0.00,49.25,70.00,30.00,0.68,-7.60,-2.16,-5.44,0.00,26.32,-3.77,102.46,100.49
5/13/2010,16:00:00,1169.00,1174.75,1153.75,1155.50,1959032,1159.70,1163.72,63.50,42.33,-4.19,0.00,46.26,70.00,30.00,0.32,-7.66,-3.26,-4.40,0.00,31.85,-3.47,100.67,99.84
5/14/2010,16:00:00,1155.50,1159.50,1123.75,1135.25,2939632,1155.25,1162.60,60.29,43.68,-4.58,0.00,41.83,70.00,30.00,0.11,-9.24,-4.46,-4.78,0.00,44.87,-4.74,98.43,98.52
5/17/2010,16:00:00,1133.75,1140.25,1112.75,1136.50,3048175,1151.84,1161.58,54.52,46.70,-4.92,0.00,42.20,70.00,30.00,0.18,-10.26,-5.62,-4.65,0.00,32.35,-6.39,98.89,99.16
5/18/2010,16:00:00,1135.75,1147.50,1115.00,1115.50,3089625,1145.24,1159.77,46.97,49.31,-7.54,0.00,37.86,70.00,30.00,0.34,-12.63,-7.02,-5.61,0.00,49.89,-5.73,97.67,97.80
5/19/2010,16:00:00,1111.50,1122.75,1098.75,1114.75,3578018,1139.69,1158.01,43.40,51.08,-6.93,0.00,37.71,70.00,30.00,0.30,-14.40,-8.50,-5.90,0.00,71.43,-7.77,98.52,98.15
5/20/2010,16:00:00,1115.00,1116.50,1063.00,1065.50,4382253,1126.20,1154.38,28.02,50.69,-11.39,0.00,29.50,70.00,30.00,0.03,-19.55,-10.71,-8.84,0.00,97.76,-8.31,95.69,94.24
5/21/2010,16:00:00,1064.25,1088.75,1051.25,1084.50,3978604,1118.62,1151.64,22.32,48.26,-10.58,0.00,35.35,70.00,30.00,0.62,-21.84,-12.93,-8.91,0.00,73.08,-10.55,98.29,96.11
5/24/2010,16:00:00,1085.50,1088.75,1066.50,1068.00,2238052,1109.42,1148.36,13.19,44.01,-11.59,0.00,32.80,70.00,30.00,0.19,-24.71,-15.29,-9.42,0.00,86.44,-9.97,98.01,95.41
5/25/2010,16:00:00,1066.50,1077.25,1036.75,1076.75,3413593,1103.48,1145.55,20.57,39.20,-8.87,0.00,35.46,70.00,30.00,0.23,-25.98,-17.43,-8.55,0.00,71.01,-10.81,99.52,96.83
5/26/2010,16:00:00,1083.50,1089.50,1059.00,1061.75,2903468,1095.89,1142.27,19.25,34.28,-10.81,0.00,33.05,70.00,30.00,0.42,-27.87,-19.51,-8.35,0.00,79.63,-9.94,99.11,96.40
5/27/2010,16:00:00,1056.00,1103.00,1056.00,1101.00,2576589,1096.82,1140.65,31.20,31.05,-8.61,0.00,43.81,70.00,30.00,0.88,-25.90,-20.79,-5.11,0.00,41.99,-8.70,102.10,100.46
5/28/2010,16:00:00,1101.50,1106.75,1083.25,1087.50,2343633,1095.13,1138.56,33.82,28.75,-8.29,0.00,41.35,70.00,30.00,0.24,-25.14,-21.66,-3.48,0.00,54.18,-7.88,100.79,99.66
5/31/2010,16:00:00,1088.50,1096.00,1085.75,1090.75,89508,1094.33,1136.69,40.82,28.06,-8.91,0.00,42.19,70.00,30.00,0.83,-24.00,-22.13,-1.87,0.00,37.21,-8.63,100.66,100.38
6/1/2010,16:00:00,1091.00,1094.50,1067.50,1069.75,2508111,1089.86,1134.06,33.27,26.94,-8.63,0.00,38.36,70.00,30.00,0.14,-24.51,-22.61,-1.91,0.00,58.62,-6.71,98.85,98.87
6/2/2010,16:00:00,1067.50,1098.25,1067.25,1098.00,2196148,1091.34,1132.65,35.81,27.80,-5.65,0.00,45.53,70.00,30.00,0.92,-22.38,-22.56,0.18,0.00,12.50,-6.51,100.79,101.63
6/3/2010,16:00:00,1099.25,1105.25,1090.75,1102.00,1965912,1093.28,1131.45,40.00,29.77,-1.28,0.00,46.47,70.00,30.00,0.50,-20.13,-22.08,1.94,0.00,6.79,-5.95,101.14,101.66
6/4/2010,16:00:00,1101.50,1107.75,1059.25,1066.00,3155735,1088.32,1128.88,41.92,32.96,-3.75,0.00,39.76,70.00,30.00,0.12,-21.01,-21.86,0.85,0.00,58.80,-5.90,98.22,98.51
6/7/2010,16:00:00,1064.00,1070.75,1047.00,1049.25,2338407,1081.22,1125.76,31.08,34.13,-9.35,0.00,37.08,70.00,30.00,0.20,-22.80,-22.05,-0.75,0.00,96.30,-8.95,97.42,97.13
6/8/2010,16:00:00,1049.25,1063.25,1041.25,1060.75,3308016,1077.49,1123.21,21.38,34.37,-7.82,0.00,40.07,70.00,30.00,0.64,-23.03,-22.25,-0.78,0.00,70.68,-9.54,98.66,98.34
6/9/2010,16:00:00,1060.25,1077.75,1051.25,1054.50,2685349,1073.31,1120.51,19.62,33.08,-9.72,0.00,38.98,70.00,30.00,0.64,-23.44,-22.48,-0.95,0.00,80.08,-8.28,98.87,97.82
6/10/2010,16:00:00,1052.75,1087.75,1052.25,1084.75,1805163,1075.39,1119.11,37.91,33.54,-6.12,0.00,46.53,70.00,30.00,0.94,-21.08,-22.20,1.12,0.00,34.59,-6.11,102.04,100.78
6/11/2010,16:00:00,1085.50,1092.25,1074.50,1089.50,719767,1077.96,1117.95,53.44,34.94,-4.03,0.00,47.62,70.00,30.00,0.42,-18.61,-21.49,2.87,0.00,27.44,-4.76,102.04,101.21
6/14/2010,16:00:00,1087.50,1101.75,1084.25,1086.00,1883115,1079.42,1116.70,70.42,39.07,-4.44,0.00,46.86,70.00,30.00,0.70,-16.75,-20.54,3.79,0.00,32.71,-4.01,101.01,100.92
6/15/2010,16:00:00,1086.00,1111.50,1084.25,1108.50,2230637,1084.71,1116.38,79.74,43.95,-0.63,0.00,52.16,70.00,30.00,0.94,-13.30,-19.09,5.79,0.00,4.27,-0.98,102.20,102.65
6/16/2010,16:00:00,1108.00,1114.75,1100.00,1107.75,2147147,1088.90,1116.04,85.22,48.97,-0.63,0.00,51.97,70.00,30.00,0.42,-10.51,-17.37,6.87,0.00,9.52,-0.16,101.14,102.48
6/17/2010,16:00:00,1107.75,1117.50,1100.75,1110.75,2415527,1092.87,1115.83,92.39,54.58,4.25,0.00,52.70,70.00,30.00,0.58,-7.96,-15.49,7.53,0.00,8.85,0.00,100.93,102.68
6/18/2010,16:00:00,1111.00,1116.75,1108.25,1110.25,1588365,1096.03,1115.61,90.71,61.20,2.37,0.00,52.56,70.00,30.00,0.71,-5.91,-13.58,7.66,0.00,9.51,-0.07,100.51,102.21
6/21/2010,16:00:00,1116.00,1129.50,1103.25,1111.00,2165989,1098.75,1115.43,86.50,68.44,4.03,0.00,52.76,70.00,30.00,0.73,-4.18,-11.70,7.51,0.00,23.64,0.00,100.12,101.71
6/22/2010,16:00:00,1111.00,1117.00,1089.50,1092.25,2285811,1097.57,1114.52,75.07,74.60,1.44,0.00,47.23,70.00,30.00,0.22,-4.28,-10.21,5.94,0.00,48.22,-1.16,98.72,99.70
6/23/2010,16:00:00,1091.75,1097.75,1080.25,1085.75,2229957,1095.42,1113.39,62.42,77.32,2.26,0.00,45.45,70.00,30.00,0.31,-4.82,-9.13,4.32,0.00,79.55,-2.91,98.53,98.83
6/24/2010,16:00:00,1085.00,1091.00,1066.50,1072.50,2525709,1091.25,1111.79,47.88,76.70,-2.59,0.00,41.97,70.00,30.00,0.21,-6.25,-8.56,2.31,0.00,90.48,-3.49,98.00,97.73
6/25/2010,16:00:00,1073.00,1079.50,1062.75,1074.75,2433477,1088.25,1110.34,41.27,73.46,-1.17,0.00,42.77,70.00,30.00,0.42,-7.11,-8.27,1.16,0.00,82.02,-4.52,98.85,98.07
6/28/2010,16:00:00,1074.25,1079.75,1066.50,1070.00,1591827,1084.93,1108.75,35.32,68.53,-1.90,0.00,41.47,70.00,30.00,0.38,-8.09,-8.23,0.14,0.00,89.14,-4.54,99.16,97.77
6/29/2010,16:00:00,1070.50,1074.75,1030.25,1034.00,3100498,1075.67,1105.82,23.93,61.72,-3.34,0.00,33.23,70.00,30.00,0.11,-11.63,-8.91,-2.72,0.00,96.22,-5.00,96.87,95.13
6/30/2010,16:00:00,1033.75,1044.50,1023.00,1025.00,2618986,1066.46,1102.65,11.73,52.76,-6.65,0.00,31.54,70.00,30.00,0.49,-15.00,-10.13,-4.87,0.00,98.12,-7.74,97.13,95.03
7/1/2010,16:00:00,1024.25,1029.75,1006.00,1022.00,3334649,1058.38,1099.49,6.61,43.41,-7.26,0.00,30.98,70.00,30.00,0.20,-17.70,-11.64,-6.06,0.00,87.04,-9.03,97.79,95.54
7/2/2010,16:00:00,1022.50,1032.50,1010.75,1014.25,2128268,1050.35,1096.15,7.43,34.63,-4.85,0.00,29.51,70.00,30.00,0.48,-20.24,-13.36,-6.87,0.00,92.57,-8.76,98.18,95.67
7/5/2010,16:00:00,1015.00,1018.50,1011.25,1012.00,115412,1043.38,1092.85,8.16,27.19,-3.55,0.00,29.08,70.00,30.00,0.59,-22.17,-15.12,-7.05,0.00,93.46,-10.37,99.07,96.36
7/6/2010,16:00:00,1011.75,1038.50,1002.75,1024.25,2317920,1039.90,1090.16,9.57,21.32,-3.44,0.00,34.67,70.00,30.00,0.74,-22.46,-16.59,-5.87,0.00,75.64,-8.56,100.47,98.16
7/7/2010,16:00:00,1025.00,1059.75,1016.25,1059.00,2557235,1043.37,1088.94,22.21,18.47,0.43,0.00,47.37,70.00,30.00,0.82,-19.65,-17.20,-2.45,0.00,26.95,-6.47,103.19,101.75
7/8/2010,16:00:00,1059.00,1068.50,1054.00,1066.25,2091817,1047.53,1088.05,37.15,18.01,-1.71,0.00,49.57,70.00,30.00,0.66,-16.65,-17.09,0.44,0.00,17.53,-5.61,103.00,102.51
7/9/2010,16:00:00,1066.75,1075.00,1063.25,1071.75,1415308,1051.94,1087.41,49.64,19.60,-1.63,0.00,51.24,70.00,30.00,0.74,-13.67,-16.41,2.73,0.00,4.50,-4.99,102.40,103.07
7/12/2010,16:00:00,1071.50,1081.00,1065.50,1080.00,1392020,1057.04,1087.12,57.04,23.28,-0.55,0.00,53.71,70.00,30.00,0.60,-10.53,-15.23,4.71,0.00,1.28,-4.40,101.86,103.76
7/13/2010,16:00:00,1078.75,1098.25,1073.00,1097.00,2032023,1064.30,1087.50,71.47,29.92,-1.04,0.00,58.39,70.00,30.00,0.72,-6.58,-13.50,6.92,0.00,1.31,-2.81,102.07,104.76
7/14/2010,16:00:00,1098.00,1098.75,1083.50,1091.50,1889618,1069.25,1087.66,85.12,38.64,-1.47,0.00,56.40,70.00,30.00,0.11,-3.86,-11.57,7.71,0.00,7.55,-2.76,100.94,103.58
7/15/2010,16:00:00,1091.50,1099.25,1076.25,1092.75,2423861,1073.52,1087.86,94.79,48.35,-1.62,0.00,56.76,70.00,30.00,0.34,-1.58,-9.58,7.99,0.00,6.74,-2.71,100.57,103.00
7/16/2010,16:00:00,1093.75,1094.75,1059.00,1063.25,2481259,1071.65,1086.90,82.79,56.64,-4.23,0.00,46.91,70.00,30.00,0.06,-2.13,-8.09,5.96,0.00,37.31,-3.11,98.00,99.76
7/19/2010,16:00:00,1061.75,1071.00,1057.00,1060.00,1741513,1069.54,1085.84,71.76,63.55,-4.59,0.00,45.97,70.00,30.00,0.55,-2.80,-7.03,4.23,0.00,47.29,-4.07,98.07,99.01
7/20/2010,16:00:00,1059.25,1085.00,1050.75,1081.75,2293609,1071.76,1085.68,67.96,68.63,-0.96,0.00,52.82,70.00,30.00,0.73,-1.55,-5.93,4.38,0.00,36.08,-1.28,100.36,100.50
7/21/2010,16:00:00,1080.75,1087.75,1061.00,1063.25,2398690,1070.21,1084.80,67.96,72.06,-2.07,0.00,47.32,70.00,30.00,0.22,-2.04,-5.15,3.12,0.00,74.23,-1.05,99.17,98.75
7/22/2010,16:00:00,1063.25,1094.50,1061.25,1086.75,2180789,1073.22,1084.88,77.20,75.12,1.33,0.00,53.89,70.00,30.00,0.94,-0.52,-4.23,3.71,0.00,25.77,-0.44,101.47,100.74
7/23/2010,16:00:00,1087.75,1101.50,1084.00,1101.00,2077299,1078.27,1085.51,83.20,78.03,2.44,0.00,57.36,70.00,30.00,0.84,1.82,-3.02,4.84,0.00,0.99,0.00,102.08,101.78
7/26/2010,16:00:00,1101.25,1111.75,1097.00,1109.75,1540586,1083.99,1086.46,95.07,80.65,3.71,0.00,59.39,70.00,30.00,0.73,4.32,-1.55,5.87,0.00,3.28,0.00,101.95,102.31
7/27/2010,16:00:00,1109.50,1118.75,1106.00,1110.50,1821097,1088.81,1087.40,96.54,81.92,7.40,0.00,59.56,70.00,30.00,0.71,6.30,0.02,6.28,0.00,12.13,0.00,101.49,102.25
